Runtime,Computationaltime,Backtracks
0 days 01:09:19.514605,0 days 00:08:03.382636,188452
0 days 01:32:41.552189,0 days 01:12:01.474541,64916
0 days 02:42:14.864248,0 days 01:40:39.812568,180495
0 days 03:10:45.401347,0 days 02:45:34.397509,79221
