Runtime,Computationaltime,Backtracks
0 days 00:00:05.181783,0 days 00:00:05.178038,0
0 days 00:00:05.185820,0 days 00:00:05.182099,0
0 days 00:00:05.189774,0 days 00:00:05.186130,0
0 days 00:00:05.193647,0 days 00:00:05.190080,0
0 days 00:00:05.197620,0 days 00:00:05.193989,0
0 days 00:00:05.201800,0 days 00:00:05.197967,0
0 days 00:00:05.205843,0 days 00:00:05.202138,0
0 days 00:00:05.209847,0 days 00:00:05.206142,0
0 days 00:00:05.213871,0 days 00:00:05.210148,0
0 days 00:00:05.217902,0 days 00:00:05.214172,0
0 days 00:00:05.221946,0 days 00:00:05.218220,0
0 days 00:00:05.225848,0 days 00:00:05.222252,0
0 days 00:00:05.229796,0 days 00:00:05.226194,0
0 days 00:00:05.233769,0 days 00:00:05.230120,0
0 days 00:00:05.237730,0 days 00:00:05.234074,0
0 days 00:00:05.241648,0 days 00:00:05.238052,0
0 days 00:00:05.245668,0 days 00:00:05.241948,0
0 days 00:00:05.249655,0 days 00:00:05.245992,0
0 days 00:00:05.253727,0 days 00:00:05.249987,0
0 days 00:00:05.257663,0 days 00:00:05.254021,0
0 days 00:00:05.261667,0 days 00:00:05.257989,0
0 days 00:00:05.265815,0 days 00:00:05.262022,0
0 days 00:00:05.269759,0 days 00:00:05.266156,0
0 days 00:00:05.273818,0 days 00:00:05.270094,0
0 days 00:00:05.277790,0 days 00:00:05.274151,0
0 days 00:00:05.281932,0 days 00:00:05.278142,0
0 days 00:00:05.285904,0 days 00:00:05.282292,0
0 days 00:00:05.290000,0 days 00:00:05.286268,0
0 days 00:00:05.294192,0 days 00:00:05.290349,0
0 days 00:00:05.298188,0 days 00:00:05.294513,0
0 days 00:00:05.302266,0 days 00:00:05.298495,0
0 days 00:00:05.306123,0 days 00:00:05.302604,0
0 days 00:00:05.310201,0 days 00:00:05.306448,0
0 days 00:00:05.314291,0 days 00:00:05.310530,0
0 days 00:00:05.318209,0 days 00:00:05.314613,0
0 days 00:00:05.322275,0 days 00:00:05.318518,0
0 days 00:00:05.326257,0 days 00:00:05.322598,0
0 days 00:00:05.330469,0 days 00:00:05.326595,0
0 days 00:00:05.334403,0 days 00:00:05.330811,0
0 days 00:00:05.338445,0 days 00:00:05.334732,0
0 days 00:00:05.342558,0 days 00:00:05.338761,0
0 days 00:00:05.346429,0 days 00:00:05.342893,0
0 days 00:00:05.350322,0 days 00:00:05.346759,0
0 days 00:00:05.354326,0 days 00:00:05.350665,0
0 days 00:00:05.358254,0 days 00:00:05.354611,0
0 days 00:00:05.362330,0 days 00:00:05.358561,0
0 days 00:00:05.366428,0 days 00:00:05.362655,0
0 days 00:00:05.370424,0 days 00:00:05.366760,0
0 days 00:00:05.374409,0 days 00:00:05.370768,0
0 days 00:00:05.378517,0 days 00:00:05.374781,0
0 days 00:00:05.382486,0 days 00:00:05.378834,0
0 days 00:00:05.386358,0 days 00:00:05.382793,0
0 days 00:00:05.390250,0 days 00:00:05.386681,0
0 days 00:00:05.394162,0 days 00:00:05.390563,0
0 days 00:00:05.398063,0 days 00:00:05.394470,0
0 days 00:00:05.402136,0 days 00:00:05.398386,0
0 days 00:00:05.406163,0 days 00:00:05.402461,0
0 days 00:00:05.410232,0 days 00:00:05.406479,0
0 days 00:00:05.414361,0 days 00:00:05.410605,0
0 days 00:00:05.418332,0 days 00:00:05.414662,0
0 days 00:00:05.422297,0 days 00:00:05.418630,0
0 days 00:00:05.426175,0 days 00:00:05.422601,0
0 days 00:00:05.430030,0 days 00:00:05.426499,0
0 days 00:00:05.434047,0 days 00:00:05.430332,0
0 days 00:00:05.438061,0 days 00:00:05.434383,0
0 days 00:00:05.441999,0 days 00:00:05.438387,0
0 days 00:00:05.445986,0 days 00:00:05.442330,0
0 days 00:00:05.449975,0 days 00:00:05.446354,0
0 days 00:00:05.453883,0 days 00:00:05.450314,0
0 days 00:00:05.457827,0 days 00:00:05.454176,0
0 days 00:00:05.461907,0 days 00:00:05.458144,0
0 days 00:00:05.465867,0 days 00:00:05.462221,0
0 days 00:00:05.469912,0 days 00:00:05.466202,0
0 days 00:00:05.474023,0 days 00:00:05.470229,0
0 days 00:00:05.478087,0 days 00:00:05.474356,0
0 days 00:00:05.482141,0 days 00:00:05.478441,0
0 days 00:00:05.486261,0 days 00:00:05.482488,0
0 days 00:00:05.490330,0 days 00:00:05.486602,0
0 days 00:00:05.494356,0 days 00:00:05.490674,0
0 days 00:00:05.498331,0 days 00:00:05.494683,0
0 days 00:00:05.502392,0 days 00:00:05.498662,0
0 days 00:00:05.506413,0 days 00:00:05.502714,0
0 days 00:00:05.510420,0 days 00:00:05.506720,0
0 days 00:00:05.514400,0 days 00:00:05.510720,0
0 days 00:00:05.518374,0 days 00:00:05.514700,0
0 days 00:00:05.522394,0 days 00:00:05.518727,0
0 days 00:00:05.526365,0 days 00:00:05.522736,0
0 days 00:00:05.530338,0 days 00:00:05.526720,0
0 days 00:00:05.534310,0 days 00:00:05.530649,0
0 days 00:00:05.538306,0 days 00:00:05.534600,0
0 days 00:00:05.542391,0 days 00:00:05.538624,0
0 days 00:00:05.546345,0 days 00:00:05.542698,0
0 days 00:00:05.550156,0 days 00:00:05.546655,0
0 days 00:00:05.554101,0 days 00:00:05.550463,0
0 days 00:00:05.558081,0 days 00:00:05.554419,0
0 days 00:00:05.562113,0 days 00:00:05.558402,0
0 days 00:00:05.565990,0 days 00:00:05.562405,0
0 days 00:00:05.569926,0 days 00:00:05.566336,0
0 days 00:00:05.573752,0 days 00:00:05.570222,0
0 days 00:00:05.577787,0 days 00:00:05.574069,0
0 days 00:00:05.581685,0 days 00:00:05.578088,0
0 days 00:00:05.585609,0 days 00:00:05.581973,0
0 days 00:00:05.589632,0 days 00:00:05.585915,0
0 days 00:00:05.593702,0 days 00:00:05.589975,0
