Runtime,Computationaltime,Backtracks
0 days 00:00:01.424421,0 days 00:00:01.420597,0
0 days 00:00:01.429084,0 days 00:00:01.425241,0
0 days 00:00:01.433846,0 days 00:00:01.429916,0
0 days 00:00:01.438365,0 days 00:00:01.434576,0
0 days 00:00:01.443153,0 days 00:00:01.439225,0
0 days 00:00:01.448134,0 days 00:00:01.444104,0
0 days 00:00:01.452811,0 days 00:00:01.448854,0
0 days 00:00:01.457494,0 days 00:00:01.453563,0
0 days 00:00:01.462185,0 days 00:00:01.458327,0
0 days 00:00:01.466771,0 days 00:00:01.462927,0
0 days 00:00:01.471247,0 days 00:00:01.467489,0
0 days 00:00:01.475829,0 days 00:00:01.471961,0
0 days 00:00:01.480638,0 days 00:00:01.476652,0
0 days 00:00:01.485222,0 days 00:00:01.481391,0
0 days 00:00:01.489751,0 days 00:00:01.485958,0
0 days 00:00:01.494535,0 days 00:00:01.490592,0
0 days 00:00:01.499156,0 days 00:00:01.495287,0
0 days 00:00:01.503793,0 days 00:00:01.499944,0
0 days 00:00:01.508446,0 days 00:00:01.504563,0
0 days 00:00:01.513206,0 days 00:00:01.509295,0
0 days 00:00:01.517803,0 days 00:00:01.513973,0
0 days 00:00:01.522439,0 days 00:00:01.518581,0
0 days 00:00:01.527383,0 days 00:00:01.523341,0
0 days 00:00:01.532042,0 days 00:00:01.528194,0
0 days 00:00:01.536698,0 days 00:00:01.532782,0
0 days 00:00:01.541235,0 days 00:00:01.537440,0
0 days 00:00:01.545931,0 days 00:00:01.542062,0
0 days 00:00:01.550504,0 days 00:00:01.546712,0
0 days 00:00:01.555068,0 days 00:00:01.551267,0
0 days 00:00:01.560039,0 days 00:00:01.555948,0
0 days 00:00:01.564933,0 days 00:00:01.560911,0
0 days 00:00:01.569534,0 days 00:00:01.565687,0
0 days 00:00:01.574236,0 days 00:00:01.570333,0
0 days 00:00:01.578941,0 days 00:00:01.575041,0
0 days 00:00:01.583640,0 days 00:00:01.579690,0
0 days 00:00:01.588129,0 days 00:00:01.584374,0
0 days 00:00:01.592910,0 days 00:00:01.588927,0
0 days 00:00:01.597854,0 days 00:00:01.593894,0
0 days 00:00:01.602413,0 days 00:00:01.598608,0
0 days 00:00:01.606907,0 days 00:00:01.603173,0
0 days 00:00:01.611682,0 days 00:00:01.607750,0
0 days 00:00:01.616341,0 days 00:00:01.612503,0
0 days 00:00:01.620900,0 days 00:00:01.617054,0
0 days 00:00:01.625528,0 days 00:00:01.621620,0
0 days 00:00:01.630445,0 days 00:00:01.626370,0
0 days 00:00:01.635093,0 days 00:00:01.631242,0
0 days 00:00:01.639796,0 days 00:00:01.635842,0
0 days 00:00:01.644485,0 days 00:00:01.640648,0
0 days 00:00:01.649056,0 days 00:00:01.645306,0
