Runtime,Computationaltime,Backtracks
0.004988,0.000771,0.0
0.009747,0.005834,0.0
0.014559,0.010587,0.0
0.019178,0.015361,0.0
0.024003,0.019995,0.0
0.028626,0.024798,0.0
0.033383,0.029503,0.0
0.037936,0.034161,0.0
0.042824,0.03881,0.0
0.047565,0.043645,0.0
0.05232,0.048375,0.0
0.057064,0.053138,0.0
0.061975,0.057978,0.0
0.066523,0.062724,0.0
0.07118,0.067318,0.0
0.075803,0.071892,0.0
0.080545,0.076608,0.0
0.085197,0.081342,0.0
0.08992,0.085997,0.0
0.094566,0.090744,0.0
0.09943,0.09541,0.0
0.103986,0.100193,0.0
0.108504,0.104728,0.0
0.113321,0.109369,0.0
0.117835,0.114073,0.0
0.122477,0.118557,0.0
0.127282,0.123324,0.0
0.132413,0.128245,0.0
0.137116,0.133226,0.0
0.141597,0.137844,0.0
0.146232,0.142389,0.0
0.150888,0.147096,0.0
0.155539,0.151639,0.0
0.160249,0.156343,0.0
0.165201,0.161185,0.0
0.169851,0.165975,0.0
0.174628,0.170628,0.0
0.179303,0.175449,0.0
0.184001,0.180104,0.0
0.188651,0.184772,0.0
0.193362,0.189449,0.0
0.198076,0.194233,0.0
0.202737,0.198877,0.0
0.207443,0.203452,0.0
0.212136,0.208328,0.0
0.21685,0.212896,0.0
0.22144,0.217628,0.0
0.225972,0.222205,0.0
0.230804,0.226814,0.0
0.235538,0.231624,0.0
0.24013,0.236402,0.0
0.244945,0.241005,0.0
0.249822,0.245835,0.0
0.254341,0.25061,0.0
0.258934,0.255047,0.0
0.263745,0.259767,0.0
0.268334,0.264453,0.0
0.272952,0.269074,0.0
0.277744,0.273852,0.0
0.282549,0.27859,0.0
0.287118,0.283269,0.0
0.291936,0.287953,0.0
0.296645,0.29275,0.0
0.301191,0.297361,0.0
0.305879,0.301937,0.0
0.310689,0.306704,0.0
0.315762,0.311618,0.0
0.32037,0.316497,0.0
0.324915,0.321138,0.0
0.3295,0.325721,0.0
0.334088,0.330306,0.0
0.338825,0.334845,0.0
0.343441,0.339618,0.0
0.348308,0.344346,0.0
0.352909,0.349027,0.0
0.357591,0.353678,0.0
0.362211,0.358388,0.0
0.366722,0.362988,0.0
0.371438,0.367485,0.0
0.376095,0.372202,0.0
0.380913,0.376949,0.0
0.385508,0.381686,0.0
0.390303,0.386291,0.0
0.39488,0.3911,0.0
0.399673,0.395698,0.0
0.404298,0.400428,0.0
0.408917,0.405048,0.0
0.413778,0.409795,0.0
