Runtime,Computationaltime,Backtracks
5.973587,5.969363,0.0
5.978108,5.974317,0.0
5.982332,5.978517,0.0
5.987712,5.982887,0.0
5.994889,5.988424,0.0
6.001381,5.99558,0.0
6.00782,6.002237,0.0
6.01471,6.008669,0.0
6.020467,6.015402,0.0
6.02506,6.020975,0.0
6.030365,6.025556,0.0
6.035146,6.030885,0.0
6.039789,6.035674,0.0
6.044346,6.040296,0.0
6.048995,6.044846,0.0
6.054555,6.049657,0.0
6.061243,6.055518,0.0
6.068597,6.062201,0.0
6.082871,6.070518,0.0
6.092972,6.084247,0.0
6.102404,6.094204,0.0
6.108947,6.103408,0.0
6.115194,6.109803,0.0
6.121336,6.115945,0.0
6.127808,6.122097,0.0
6.134937,6.1286,0.0
6.141313,6.135618,0.0
6.147424,6.141884,0.0
6.152413,6.147934,0.0
6.157316,6.152987,0.0
6.162098,6.157788,0.0
6.166799,6.162626,0.0
6.171792,6.167334,0.0
6.176618,6.172249,0.0
6.181501,6.177163,0.0
6.186651,6.182037,0.0
6.191411,6.187137,0.0
6.197958,6.192172,0.0
6.203617,6.198686,0.0
6.208119,6.204055,0.0
6.213302,6.20873,0.0
6.218692,6.213904,0.0
6.223501,6.219187,0.0
6.229818,6.224203,0.0
6.235885,6.230528,0.0
6.241048,6.236415,0.0
6.248106,6.241859,0.0
6.255682,6.248939,0.0
6.263196,6.256408,0.0
6.270713,6.264056,0.0
6.279905,6.272226,0.0
6.285668,6.28057,0.0
6.290802,6.286288,0.0
6.297916,6.291792,0.0
6.303262,6.298536,0.0
6.308357,6.303746,0.0
6.314164,6.308996,0.0
6.318965,6.314611,0.0
6.323702,6.319425,0.0
6.329038,6.324294,0.0
6.334058,6.329621,0.0
6.338942,6.334519,0.0
6.344923,6.339485,0.0
6.349718,6.345406,0.0
6.354409,6.350176,0.0
6.359781,6.354901,0.0
6.365014,6.36038,0.0
6.369716,6.365481,0.0
6.374167,6.370157,0.0
6.379348,6.374765,0.0
6.384138,6.379862,0.0
6.389193,6.384722,0.0
6.394165,6.389724,0.0
